"INDICATOR","Indicator","FAM_TYPE","Family type","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,924,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,940.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,982.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,982.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,1002,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,1038.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,1066,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,1080.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,1083,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,1088.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,1111,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,1148.5,,
"063","Child tax credit","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,1222.5,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,13729.967861,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,14053.011227,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,14454.4636,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,15502.286306,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,15889.01583,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,16719.112665,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,17271.077064,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,17658.295603,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,17511.286824,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,12980.216978,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,12751.594209,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,12061.325896,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,12509.459842,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,12300.489132,,
"07","Central government income tax finally paid","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,12070.147735,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,961.09775,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,983.710786,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,1069.630306,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,1147.169187,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,1175.787171,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,1237.214337,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,1278.059703,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,1306.713875,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,1295.835225,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,5873.648779,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,5787.424776,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2016","2016","EUR","Euro","0","Units",,,5311.171328,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2017","2017","EUR","Euro","0","Units",,,5138.488803,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2018","2018","EUR","Euro","0","Units",,,5052.650272,,
"08","State and local taxes","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2019","2019","EUR","Euro","0","Units",,,4958.033342,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2005","2005","EUR","Euro","0","Units",,,8586.794748,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2006","2006","EUR","Euro","0","Units",,,8821.252084,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2007","2007","EUR","Euro","0","Units",,,9052.134562,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2008","2008","EUR","Euro","0","Units",,,9533.724375,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2009","2009","EUR","Euro","0","Units",,,9873.030436,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2010","2010","EUR","Euro","0","Units",,,10174.427404,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2011","2011","EUR","Euro","0","Units",,,10460.385257,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2012","2012","EUR","Euro","0","Units",,,10746.777504,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2013","2013","EUR","Euro","0","Units",,,10814.659163,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2014","2014","EUR","Euro","0","Units",,,10870.099489,,
"09","Employees' compulsory social security contributions","MARRIED2","Two-earner married couple, one at 100% of average earnings and the other at 67%, 2 children","BEL","Belgium","2015","2015","EUR","Euro","0","Units",,,10876.211021,,
